,City,Purchase Power,Health Care,Pollution,QoL_H,Crime Rating,Unesco,lat,lng,Country
186,Stockholm,52.24055224055224,82.08438706242514,15.072495130924041,86.78045223036132,19.722073757349012,27.27272727272727,59.329323499999994,18.068580800000003,Sweden
187,Gothenburg,24.066924066924066,63.103953147877014,100.0,82.75242123674236,19.722073757349012,9.090909090909092,57.70887,11.97456,Sweden
188,Seoul,56.06645606645606,72.10169040330095,92.60982471326554,59.442353506207176,14.01656867985035,45.45454545454545,37.566534999999995,126.9779692,South Korea
189,Singapore,31.30923130923131,50.56568614401704,19.995671932482146,53.684295812601405,12.15927311598076,9.090909090909092,1.352083,103.819836,Singapore
190,Manama,39.63963963963963,68.40143750831892,18.459207963644232,65.0268820467023,11.932121859967932,36.36363636363637,26.2235305,50.5875935,Bahrain
191,Dubai,74.01427401427402,62.4916810861174,33.33694005626487,84.47932443859014,11.357562800641368,0.0,25.204849300000003,55.2707828,United Arab Emirates
192,Abu Dhabi,72.13057213057213,36.19060295487822,57.80134170093053,81.99527703658467,0.0,0.0,24.453884,54.3773438,United Arab Emirates
193,Luxembourg,81.97028197028197,51.763609743111935,61.858904998917986,85.43788702364458,10.542490646712988,27.27272727272727,49.815273,6.1295829999999984,Luxembourg
194,Hong Kong,51.11735111735112,62.238786104086266,16.100411166414197,53.56698563345234,7.282202030999464,9.090909090909092,22.319303899999998,114.1693611,Hong Kong
195,Taipei,37.217737217737216,90.58964461599895,94.80631897857606,61.35976214674794,6.480491715660077,0.0,25.0329694,121.56541770000001,Taiwan
196,Tokyo,48.19234819234819,67.4830294156795,33.04479549880978,64.47055601940014,4.075360769641904,18.181818181818183,35.6761919,139.65031059999998,Japan
