,City,Purchase Power,Health Care,Pollution,Quality of Life,Crime Rating,lat,lng,Country,Happiness_Score,Unesco,QoL_H
150,Helsinki,56.195156195156194,71.23652335951019,31.529971867561134,80.4010938924339,40.21913415285943,60.16985569999999,24.938379100000002,Finland,100.0,18.181818181818183,90.20054694621695
151,Lisbon,30.537030537030535,55.304139491547986,31.14044579095434,57.87374658158615,39.04329235702833,38.722252399999995,-9.1393366,Portugal,51.50665732305535,36.36363636363637,54.69020195232075
152,Porto,29.133029133029137,54.14614667908958,73.18762172689894,61.14402917046492,35.60929983965793,42.34820999999999,-71.080545,Portugal,51.50665732305535,0.0,56.325343246760134
153,Braga,27.88112788112788,65.06056169306535,15.732525427396665,73.63263445761167,9.70069481560663,41.5454486,-8.426506999999999,Portugal,51.50665732305535,36.36363636363637,62.56964589033351
154,Casablanca,7.979407979407979,43.75083189138827,68.13460289980523,49.45305378304467,36.63816141101016,43.037177899999996,-88.13519509999998,Morocco,40.1775286148096,0.0,44.81529119892714
155,Nicosia,38.2005382005382,68.16185278849994,6.784245834235013,59.58295350957157,36.557990379476216,35.1855659,33.38227639999999,Cyprus,59.75239430039711,18.181818181818183,59.66767390498434
156,Limassol,39.487539487539486,75.562358578464,28.933131356849163,79.23883318140382,17.22340994120791,34.7071301,33.0226174,Cyprus,59.75239430039711,27.27272727272727,69.49561374090047
157,Belgrade,17.643617643617645,42.19353121256489,83.40186106903268,34.63992707383774,36.22394441475147,44.786568,20.448921600000002,Serbia,49.40434477925717,0.0,42.022135926547456
158,Chiang Mai,11.126711126711129,86.6231864767736,33.055615667604414,36.70237010027348,35.970069481560664,18.788343899999997,98.9853008,Thailand,58.86475122634896,0.0,47.78356066331122
159,Bangkok,16.8948168948169,100.0,65.34299935078988,36.74794895168642,33.72528059861037,13.7563309,100.5017651,Thailand,58.86475122634896,9.090909090909092,47.806350089017684
160,Baku,5.850005850005851,10.475176360974313,53.52737502705042,13.571103008204194,34.51362907536076,40.40926169999999,49.8670924,Azerbaijan,40.1775286148096,18.181818181818183,26.874315811506897
161,Oslo,53.97215397215397,89.65792626114735,31.800476087426965,75.18231540565178,32.96365579903795,59.913868799999996,10.7522454,Norway,94.97780892314876,0.0,85.08006216440026
162,Stavanger,47.04574704574705,55.43724211366964,31.5191516987665,81.14175022789426,13.321753073222872,58.969975600000005,5.7331074,Norway,94.97780892314876,0.0,88.0597795755215
163,Trondheim,52.46285246285246,80.9796352988154,15.721705258602034,88.17228805834092,11.945483698556924,63.4305149,10.3950528,Norway,94.97780892314876,0.0,91.57504849074485
164,Bergen,52.48625248625248,85.34540130440571,19.909110582125077,89.41431175934366,7.763228220203103,40.926276200000004,-74.07701,Norway,94.97780892314876,9.090909090909092,92.19606034124621
165,Prague,33.85983385983386,57.6600559031013,44.93616100411166,61.03008204193255,31.640833778727952,50.0755381,14.4378005,Czech Republic,78.579771081523,27.27272727272727,69.80492656172778
166,Bratislava,26.8047268047268,51.763609743111935,33.055615667604414,57.98769371011851,31.42704436130412,48.148596500000004,17.1077478,Slovakia,63.30296659658956,45.45454545454545,60.64533015335404
167,Budapest,21.305721305721306,52.69532809796353,73.98831421770178,47.04876937101186,31.15980758952432,47.497912,19.040235,Hungary,53.02499416024291,27.27272727272727,50.036881765627385
168,Bucharest,19.26991926991927,41.55463862638094,80.68599870157973,27.529626253418414,30.130946018172093,44.43044889999999,26.0979342,Romania,60.313010978743286,27.27272727272727,43.92131861608085
169,Ljubljana,30.303030303030305,67.78916544655931,92.60982471326554,64.47128532360985,29.502939604489576,46.0569465,14.5057515,Slovenia,61.43424433543563,27.27272727272727,62.952764829522735
170,Copenhagen,50.25155025155025,85.59829628643685,33.04479549880978,79.69462169553327,28.768038482095136,55.676096799999996,12.568337199999998,Denmark,96.0523242233123,36.36363636363637,87.87347295942278
171,Riyadh,66.5028665028665,44.93544522827101,12.421553776238909,71.13719234275297,28.768038482095136,24.7135517,46.67529570000001,Saudi Arabia,67.43751459939266,9.090909090909092,69.2873534710728
172,Zagreb,23.786123786123788,42.52628776786903,90.29430859121402,48.199635369188705,28.634420096205236,45.815010799999996,15.981918900000002,Croatia,45.40995094604065,0.0,46.80479315761468
173,Warsaw,34.3863343863344,56.56861440170372,93.22657433455961,53.01959890610757,28.2870122928915,52.2296756,21.012228699999998,Poland,62.929222144358796,9.090909090909092,57.97441052523318
174,Vilnius,20.814320814320816,75.17636097431121,88.81194546634927,67.11485870556062,22.808658471405664,54.6871555,25.2796514,Lithuania,62.15837421163278,18.181818181818183,64.6366164585967
175,Vienna,52.45115245115245,78.57047783841342,24.226357931183724,81.95077484047401,22.167290219134152,48.208174299999996,16.3738189,Austria,87.78322821770614,54.54545454545454,84.86700152909007
176,Doha,88.42868842868843,62.864368428058036,90.29430859121402,85.4489516864175,21.79315873864244,25.2854473,51.53103979999999,Qatar,67.41415557112822,9.090909090909092,76.43155362877286
177,Cologne,61.77606177606177,62.62478370823905,74.0207747240857,88.34320875113947,21.672902191341525,50.937531,6.9602786,Germany,81.68652184069143,45.45454545454545,85.01486529591546
178,Hamburg,64.05756405756405,81.96459470251565,73.3391040900238,93.31130355515042,19.588455371459112,53.5510846,9.9936819,Germany,81.68652184069143,36.36363636363637,87.49891269792093
179,Berlin,72.93787293787294,59.430320777319324,17.36637091538628,97.85779398359162,17.797969000534472,52.52000659999999,13.404954,Germany,81.68652184069143,36.36363636363637,89.77215791214152
180,Stuttgart,69.54486954486954,79.26261147344603,18.275265094135467,96.98040109389244,17.504008551576696,48.7758459,9.1829321,Germany,81.68652184069143,27.27272727272727,89.33346146729193
181,Aachen,63.37896337896337,69.77239451617197,12.648777320926206,97.11713764813126,5.986103687867451,50.7753455,6.083886800000001,Germany,81.68652184069143,27.27272727272727,89.40182974441134
182,Dresden,89.17748917748918,76.48076667110344,18.275265094135467,96.76390154968094,5.986103687867451,51.0504088,13.737262099999999,Germany,81.68652184069143,18.181818181818183,89.22521169518618
183,Munich,66.57306657306657,89.97737255423934,46.61328716727981,96.61577028258887,5.986103687867451,48.1351253,11.581980499999998,Germany,81.68652184069143,18.181818181818183,89.15114606164015
184,Minsk,11.419211419211422,38.826034872887,72.37610906730146,52.83728350045579,21.325494388027792,53.9006011,27.558971999999997,Belarus,42.86381686521839,18.181818181818183,47.85055018283709
185,Addis Ababa,0.0,57.31398908558499,92.60982471326554,26.34457611668186,20.283270978086584,8.9806034,38.757760499999996,Ethiopia,18.64050455501052,9.090909090909092,22.49254033584619
186,Stockholm,52.24055224055224,82.08438706242514,15.072495130924041,83.51185050136736,19.722073757349012,59.329323499999994,18.068580800000003,Sweden,90.04905395935528,27.27272727272727,86.78045223036132
187,Gothenburg,24.066924066924066,63.103953147877014,100.0,75.45578851412945,19.722073757349012,57.70887,11.97456,Sweden,90.04905395935528,9.090909090909092,82.75242123674236
188,Seoul,56.06645606645606,72.10169040330095,92.60982471326554,62.65952597994532,14.01656867985035,37.566534999999995,126.9779692,South Korea,56.22518103246903,45.45454545454545,59.442353506207176
189,Singapore,31.30923130923131,50.56568614401704,19.995671932482146,42.570647219690066,12.15927311598076,1.352083,103.819836,Singapore,64.79794440551274,9.090909090909092,53.684295812601405
190,Manama,39.63963963963963,68.40143750831892,18.459207963644232,66.7274384685506,11.932121859967932,26.2235305,50.5875935,Bahrain,63.32632562485399,36.36363636363637,65.0268820467023
191,Dubai,74.01427401427402,62.4916810861174,33.33694005626487,91.00957155879672,11.357562800641368,25.204849300000003,55.2707828,United Arab Emirates,77.94907731838356,0.0,84.47932443859014
192,Abu Dhabi,72.13057213057213,36.19060295487822,57.80134170093053,86.04147675478578,0.0,24.453884,54.3773438,United Arab Emirates,77.94907731838356,0.0,81.99527703658467
193,Luxembourg,81.97028197028197,51.763609743111935,61.858904998917986,86.73655423883318,10.542490646712988,49.815273,6.1295829999999984,Luxembourg,84.13921980845596,27.27272727272727,85.43788702364458
194,Hong Kong,51.11735111735112,62.238786104086266,16.100411166414197,61.770738377392895,7.282202030999464,22.319303899999998,114.1693611,Hong Kong,45.363232889511785,9.090909090909092,53.56698563345234
195,Taipei,37.217737217737216,90.58964461599895,94.80631897857606,53.62351868732909,6.480491715660077,25.0329694,121.56541770000001,Taiwan,69.09600560616678,0.0,61.35976214674794
196,Tokyo,48.19234819234819,67.4830294156795,33.04479549880978,72.92616226071104,4.075360769641904,35.6761919,139.65031059999998,Japan,56.01494977808923,18.181818181818183,64.47055601940014
